,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,Animation,Mystery,Romance,Fantasy,Family,Talk-Show,Sci-Fi,\N,Western,Film-Noir,Documentary,Adventure,Biography,Adult,Short,War,Crime,News,Drama,Reality-TV,Horror,Musical,Music,History,Comedy,Game-Show,Sport,Thriller,Action
15072,tt0015299,movie,A Sainted Devil,A Sainted Devil,0,1924,\N,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15083,tt0015310,movie,The Sea Hawk,The Sea Hawk,0,1924,\N,123,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15085,tt0015312,movie,Secrets,Secrets,0,1924,\N,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15093,tt0015320,movie,Shadows of Paris,Shadows of Paris,0,1924,\N,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15122,tt0015349,movie,A Society Scandal,A Society Scandal,0,1924,\N,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15173,tt0015400,movie,The Thief of Bagdad,The Thief of Bagdad,0,1924,\N,155,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15181,tt0015408,movie,Three Weeks,Three Weeks,0,1924,\N,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15186,tt0015413,movie,Thy Name Is Woman,Thy Name Is Woman,0,1924,\N,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15206,tt0015433,movie,Triumph,Triumph,0,1924,\N,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15238,tt0015465,movie,Wages of Virtue,Wages of Virtue,0,1924,\N,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15396,tt0015624,movie,The Big Parade,The Big Parade,0,1925,\N,151,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
15420,tt0015648,movie,Battleship Potemkin,Bronenosets Potemkin,0,1925,\N,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
15459,tt0015688,movie,Classified,Classified,0,1925,\N,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15463,tt0015692,movie,The Coast of Folly,The Coast of Folly,0,1925,\N,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15470,tt0015699,movie,Coming Through,Coming Through,0,1925,\N,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15545,tt0015775,movie,East Lynne,East Lynne,0,1925,\N,114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15546,tt0015776,movie,East of Suez,East of Suez,0,1925,\N,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15559,tt0015789,movie,Excuse Me,Excuse Me,0,1925,\N,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15611,tt0015841,movie,The Freshman,The Freshman,0,1925,\N,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
15634,tt0015864,movie,The Gold Rush,The Gold Rush,0,1925,\N,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
15637,tt0015867,movie,The Golden Bed,The Golden Bed,0,1925,\N,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15679,tt0015909,movie,Her Sister from Paris,Her Sister from Paris,0,1925,\N,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15688,tt0015918,movie,His People,His People,0,1925,\N,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15745,tt0015976,movie,The King on Main Street,The King on Main Street,0,1925,\N,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15774,tt0016005,movie,Lady of the Night,Lady of the Night,0,1925,\N,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15775,tt0016006,movie,The Lady,The Lady,0,1925,\N,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15782,tt0016014,movie,Learning to Love,Learning to Love,0,1925,\N,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15796,tt0016028,movie,Little Annie Rooney,Little Annie Rooney,0,1925,\N,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
15807,tt0016039,movie,The Lost World,The Lost World,0,1925,\N,106,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15871,tt0016104,movie,The Merry Widow,The Merry Widow,0,1925,\N,137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15876,tt0016109,movie,The Midshipman,The Midshipman,0,1925,\N,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15984,tt0016220,movie,The Phantom of the Opera,The Phantom of the Opera,0,1925,\N,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15999,tt0016235,movie,The Pony Express,The Pony Express,0,1925,\N,110,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16057,tt0016294,movie,The Road to Yesterday,The Road to Yesterday,0,1925,\N,107,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16069,tt0016307,movie,Sally,Sally,0,1925,\N,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16070,tt0016308,movie,Sally of the Sawdust,Sally of the Sawdust,0,1925,\N,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16094,tt0016332,movie,Seven Chances,Seven Chances,0,1925,\N,56,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16155,tt0016394,movie,Stage Struck,Stage Struck,0,1925,\N,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16191,tt0016430,movie,The Thundering Herd,The Thundering Herd,0,1925,\N,70,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16198,tt0016437,movie,Tongues of Flame,Tongues of Flame,0,1924,\N,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16207,tt0016446,movie,The Tower of Lies,The Tower of Lies,0,1925,\N,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16234,tt0016473,movie,The Unholy Three,The Unholy Three,0,1925,\N,86,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
16321,tt0016560,movie,Zander the Great,Zander the Great,0,1925,\N,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16358,tt0016598,movie,Aloma of the South Seas,Aloma of the South Seas,0,1926,\N,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
16400,tt0016641,movie,Ben-Hur: A Tale of the Christ,Ben-Hur: A Tale of the Christ,0,1925,\N,143,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16643,tt0016884,movie,Flesh and the Devil,Flesh and the Devil,0,1926,\N,112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16895,tt0017136,movie,Metropolis,Metropolis,0,1927,\N,153,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17178,tt0017423,movie,Sparrows,Sparrows,0,1926,\N,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17204,tt0017449,movie,The Temptress,The Temptress,0,1926,\N,117,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17235,tt0017480,movie,Torrent,Torrent,0,1926,\N,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17294,tt0017540,movie,What Price Glory,What Price Glory,0,1926,\N,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
17786,tt0018037,movie,The Jazz Singer,The Jazz Singer,0,1927,\N,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
17787,tt0018038,movie,Jesse James,Jesse James,0,1927,\N,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17856,tt0018107,movie,Love,Love,0,1927,\N,82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17932,tt0018183,movie,My Best Girl,My Best Girl,0,1927,\N,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18573,tt0018836,movie,The Divine Woman,The Divine Woman,0,1928,\N,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18831,tt0019096,movie,Lights of New York,Lights of New York,0,1928,\N,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
18924,tt0019195,movie,The Mysterious Lady,The Mysterious Lady,0,1928,\N,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18965,tt0019237,movie,Our Dancing Daughters,Our Dancing Daughters,0,1928,\N,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18982,tt0019254,movie,The Passion of Joan of Arc,La passion de Jeanne d'Arc,0,1928,\N,110,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
19059,tt0019332,movie,The Road to Ruin,The Road to Ruin,0,1928,\N,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19071,tt0019344,movie,Sadie Thompson,Sadie Thompson,0,1928,\N,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19115,tt0019388,movie,The Singing Fool,The Singing Fool,0,1928,\N,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
19286,tt0019563,movie,West of Zanzibar,West of Zanzibar,0,1928,\N,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19313,tt0019591,movie,A Woman of Affairs,A Woman of Affairs,0,1928,\N,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19420,tt0019699,movie,The Black Watch,The Black Watch,0,1929,\N,93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19450,tt0019729,movie,The Broadway Melody,The Broadway Melody,0,1929,\N,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
19497,tt0019776,movie,The Cock-Eyed World,The Cock-Eyed World,0,1929,\N,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
19509,tt0019788,movie,Coquette,Coquette,0,1929,\N,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19774,tt0020062,movie,The Kiss,The Kiss,0,1929,\N,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19907,tt0020198,movie,The Mysterious Island,The Mysterious Island,0,1929,\N,95,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19932,tt0020223,movie,Noah's Ark,Noah's Ark,0,1928,\N,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
19965,tt0020257,movie,Paris,Paris,0,1929,\N,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20110,tt0020410,movie,The Single Standard,The Single Standard,0,1929,\N,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20166,tt0020466,movie,Sunnyside Up,Sunnyside Up,0,1929,\N,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
20179,tt0020479,movie,The Taming of the Shrew,The Taming of the Shrew,0,1929,\N,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20236,tt0020538,movie,Untamed,Untamed,0,1929,\N,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20270,tt0020572,movie,Welcome Danger,Welcome Danger,0,1929,\N,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20287,tt0020589,movie,Wild Orchids,Wild Orchids,0,1929,\N,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20326,tt0020629,movie,All Quiet on the Western Front,All Quiet on the Western Front,0,1930,\N,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20338,tt0020641,movie,Anna Christie,Anna Christie,0,1930,\N,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20394,tt0020697,movie,The Blue Angel,Der blaue Engel,0,1930,\N,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
20569,tt0020876,movie,Feet First,Feet First,0,1930,\N,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20686,tt0020999,movie,The Indians Are Coming,The Indians Are Coming,0,1930,\N,\N,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20791,tt0021106,movie,Madam Satan,Madam Satan,0,1930,\N,116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
20963,tt0021281,movie,Raffles,Raffles,0,1930,\N,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20990,tt0021310,movie,Romance,Romance,0,1930,\N,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21157,tt0021483,movie,Tom Sawyer,Tom Sawyer,0,1930,\N,86,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
21415,tt0021749,movie,City Lights,City Lights,0,1931,\N,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
21546,tt0021884,movie,Frankenstein,Frankenstein,0,1931,\N,70,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
21660,tt0022001,movie,Inspiration,Inspiration,0,1931,\N,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21684,tt0022026,movie,Kiki,Kiki,0,1931,\N,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21757,tt0022100,movie,M,M,0,1931,\N,117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
22284,tt0022641,movie,As You Desire Me,As You Desire Me,0,1932,\N,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22303,tt0022660,movie,The Beast of the City,The Beast of the City,0,1932,\N,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
22490,tt0022854,movie,Emma,Emma,0,1932,\N,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22512,tt0022877,movie,Fanny,Fanny,0,1932,\N,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
22591,tt0022958,movie,Grand Hotel,Grand Hotel,0,1932,\N,112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22823,tt0023196,movie,Mata Hari,Mata Hari,0,1931,\N,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
22918,tt0023293,movie,The Old Dark House,The Old Dark House,0,1932,\N,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
23040,tt0023419,movie,The Saddle Buster,The Saddle Buster,0,1932,\N,59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23077,tt0023458,movie,Shanghai Express,Shanghai Express,0,1932,\N,82,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23481,tt0023876,movie,Cavalcade,Cavalcade,0,1933,\N,112,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
23638,tt0024034,movie,42nd Street,42nd Street,0,1933,\N,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
23670,tt0024067,movie,Going Hollywood,Going Hollywood,0,1933,\N,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23769,tt0024166,movie,I'm No Angel,I'm No Angel,0,1933,\N,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
23819,tt0024216,movie,King Kong,King Kong,0,1933,\N,100,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24031,tt0024433,movie,Peg o' My Heart,Peg o' My Heart,0,1933,\N,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24079,tt0024481,movie,Queen Christina,Queen Christina,0,1933,\N,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24137,tt0024539,movie,Secrets,Secrets,0,1933,\N,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24146,tt0024548,movie,She Done Him Wrong,She Done Him Wrong,0,1933,\N,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
24188,tt0024593,movie,The Son of Kong,The Son of Kong,0,1933,\N,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24481,tt0024894,movie,The Black Cat,The Black Cat,0,1934,\N,65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
24548,tt0024961,movie,The Cat's-Paw,The Cat's-Paw,0,1934,\N,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24965,tt0025384,movie,Let's Try Again,Let's Try Again,0,1934,\N,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25190,tt0025617,movie,The Painted Veil,The Painted Veil,0,1934,\N,85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25474,tt0025907,movie,Treasure Island,Treasure Island,0,1934,\N,110,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25514,tt0025948,movie,Viva Villa!,Viva Villa!,0,1934,\N,115,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25635,tt0026071,movie,Anna Karenina,Anna Karenina,0,1935,\N,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26253,tt0026705,movie,Metropolitan,Metropolitan,0,1935,\N,79,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
26268,tt0026720,movie,The Miracle Rider,The Miracle Rider,0,1935,\N,306,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
26300,tt0026752,movie,Mutiny on the Bounty,Mutiny on the Bounty,0,1935,\N,132,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26335,tt0026787,movie,No More Ladies,No More Ladies,0,1935,\N,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26664,tt0027125,movie,Top Hat,Top Hat,0,1935,\N,101,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
26678,tt0027139,movie,Tumbling Tumbleweeds,Tumbling Tumbleweeds,0,1935,\N,61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
26737,tt0027200,movie,Westward Ho,Westward Ho,0,1935,\N,61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
27013,tt0027478,movie,The Crime of Monsieur Lange,Le crime de Monsieur Lange,0,1936,\N,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
27223,tt0027690,movie,The Gorgeous Hussy,The Gorgeous Hussy,0,1936,\N,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
27440,tt0027914,movie,Love on the Run,Love on the Run,0,1936,\N,80,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27476,tt0027951,movie,Mayerling,Mayerling,0,1936,\N,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27494,tt0027969,movie,The Milky Way,The Milky Way,0,1936,\N,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27502,tt0027977,movie,Modern Times,Modern Times,0,1936,\N,87,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
27586,tt0028063,movie,One in a Million,One in a Million,0,1936,\N,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
27735,tt0028216,movie,San Francisco,San Francisco,0,1936,\N,115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
27891,tt0028373,movie,Three Smart Girls,Three Smart Girls,0,1936,\N,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
28092,tt0028578,movie,Annapolis Salute,Annapolis Salute,0,1937,\N,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28194,tt0028683,movie,Camille,Camille,0,1936,\N,109,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28266,tt0028755,movie,Damaged Lives,Damaged Lives,0,1933,\N,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28461,tt0028950,movie,La Grande Illusion,La grande illusion,0,1937,\N,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
28467,tt0028957,movie,Green Fields,Green Fields,0,1937,\N,106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28854,tt0029347,movie,One Hundred Men and a Girl,One Hundred Men and a Girl,0,1937,\N,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
28884,tt0029377,movie,Parnell,Parnell,0,1937,\N,118,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29022,tt0029516,movie,Saratoga,Saratoga,0,1937,\N,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
29088,tt0029583,movie,Snow White and the Seven Dwarfs,Snow White and the Seven Dwarfs,0,1937,\N,83,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
