,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,Animation,Mystery,Romance,Fantasy,Family,Talk-Show,Sci-Fi,\N,Western,Film-Noir,Documentary,Adventure,Biography,Adult,Short,War,Crime,News,Drama,Reality-TV,Horror,Musical,Music,History,Comedy,Game-Show,Sport,Thriller,Action
153907,tt0158583,movie,Deterrence,Deterrence,0,1999,\N,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
153945,tt0158622,movie,The Flintstones in Viva Rock Vegas,The Flintstones in Viva Rock Vegas,0,2000,\N,90,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
154120,tt0158811,movie,Muppets from Space,Muppets from Space,0,1999,\N,87,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
154280,tt0158983,movie,"South Park: Bigger, Longer & Uncut","South Park: Bigger, Longer & Uncut",0,1999,\N,81,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
154381,tt0159097,movie,The Virgin Suicides,The Virgin Suicides,0,1999,\N,97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
154534,tt0159272,movie,Beautiful People,Beautiful People,0,1999,\N,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
154535,tt0159273,movie,Behind Enemy Lines,Behind Enemy Lines,0,2001,\N,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
154618,tt0159365,movie,Cold Mountain,Cold Mountain,0,2003,\N,154,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
154626,tt0159373,movie,Cotton Mary,Cotton Mary,0,1999,\N,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
154633,tt0159382,movie,Croupier,Croupier,0,1998,\N,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
154665,tt0159421,movie,The Adventures of Elmo in Grouchland,The Adventures of Elmo in Grouchland,0,1999,\N,73,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
154920,tt0159696,movie,Relax... It's Just Sex,Relax... It's Just Sex,0,1998,\N,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
155210,tt0160009,movie,The Art of War,The Art of War,0,2000,\N,117,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
155322,tt0160127,movie,Charlie's Angels,Charlie's Angels,0,2000,\N,98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
155374,tt0160184,movie,Eye See You,D-Tox,0,2002,\N,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
155398,tt0160216,movie,A Dog of Flanders,A Dog of Flanders,0,1999,\N,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
155413,tt0160236,movie,Dudley Do-Right,Dudley Do-Right,0,1999,\N,77,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
155465,tt0160298,movie,Trippin',Trippin',0,1999,\N,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
155501,tt0160338,movie,Guinevere,Guinevere,0,1999,\N,104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
155552,tt0160398,movie,Imelda,Imelda,0,2003,\N,103,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155553,tt0160399,movie,Impostor,Impostor,0,2001,\N,95,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
155555,tt0160401,movie,In Too Deep,In Too Deep,0,1999,\N,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
155557,tt0160403,movie,The Independent,The Independent,0,2000,\N,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
155580,tt0160429,movie,The King and I,The King and I,0,1999,\N,87,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155631,tt0160484,movie,Lost Souls,Lost Souls,0,2000,\N,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
155641,tt0160498,movie,Luminarias,Luminarias,0,2000,\N,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
155651,tt0160509,movie,Agnes Browne,Agnes Browne,0,1999,\N,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
155654,tt0160513,movie,A Map of the World,A Map of the World,0,1999,\N,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
155767,tt0160644,movie,Passion of Mind,Passion of Mind,0,2000,\N,105,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
155825,tt0160710,movie,Punks,Punks,0,2000,\N,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
155908,tt0160797,movie,Rules of Engagement,Rules of Engagement,0,2000,\N,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
155964,tt0160862,movie,She's All That,She's All That,0,1999,\N,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
156005,tt0160905,movie,Spooky House,Spooky House,0,2002,\N,106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
156015,tt0160916,movie,The Story of Us,The Story of Us,0,1999,\N,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
156104,tt0161021,movie,Pure,Pure,0,2005,\N,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156106,tt0161023,movie,Tumbleweeds,Tumbleweeds,0,1999,\N,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
156158,tt0161081,movie,What Lies Beneath,What Lies Beneath,0,2000,\N,130,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
156160,tt0161083,movie,What's the Worst That Could Happen?,What's the Worst That Could Happen?,0,2001,\N,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
156161,tt0161084,movie,Whatever It Takes,Whatever It Takes,0,1998,\N,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
156173,tt0161100,movie,The Wood,The Wood,0,1999,\N,106,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
156182,tt0161109,movie,The Young Girl and the Monsoon,The Young Girl and the Monsoon,0,1999,\N,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
156276,tt0161216,movie,Steal This Movie,Steal This Movie,0,2000,\N,107,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
156788,tt0161743,movie,The Last Big Thing,The Last Big Thing,0,1996,\N,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
156980,tt0161942,movie,Revelation,Revelation,0,1999,\N,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
157015,tt0161977,movie,Simon Magus,Simon Magus,0,1999,\N,101,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
157059,tt0162024,movie,Two Ninas,Two Ninas,0,1999,\N,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
157084,tt0162050,movie,Yom Yom,Yom Yom,0,1998,\N,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
157244,tt0162222,movie,Cast Away,Cast Away,0,2000,\N,143,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
157258,tt0162236,movie,Just Looking,Just Looking,0,1999,\N,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
157360,tt0162346,movie,Ghost World,Ghost World,0,2001,\N,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
157362,tt0162348,movie,Smiling Fish & Goat on Fire,Goat on Fire and Smiling Fish,0,1999,\N,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
157374,tt0162360,movie,"Happy, Texas","Happy, Texas",0,1999,\N,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
157653,tt0162650,movie,Shaft,Shaft,0,2000,\N,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
157664,tt0162661,movie,Sleepy Hollow,Sleepy Hollow,0,1999,\N,105,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
157665,tt0162662,movie,A Slipping-Down Life,A Slipping-Down Life,0,1999,\N,109,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
157680,tt0162677,movie,Summer of Sam,Summer of Sam,0,1999,\N,142,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
157710,tt0162710,movie,Trick,Trick,0,1999,\N,89,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
157711,tt0162711,movie,Trixie,Trixie,0,2000,\N,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
157825,tt0162830,movie,Twin Falls Idaho,Twin Falls Idaho,0,1999,\N,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
157832,tt0162838,movie,Three Days of Rain,Three Days of Rain,0,2002,\N,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
157859,tt0162866,movie,The Emperor and the Assassin,Jing Ke ci Qin Wang,0,1998,\N,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
157893,tt0162903,movie,Catfish in Black Bean Sauce,Catfish in Black Bean Sauce,0,1999,\N,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
157897,tt0162909,movie,Yana's Friends,Ha-Chaverim Shel Yana,0,1999,\N,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
157955,tt0162973,movie,Get Real,Get Real,0,1998,\N,108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
157965,tt0162983,movie,Hanging Up,Hanging Up,0,2000,\N,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
158006,tt0163025,movie,Jurassic Park III,Jurassic Park III,0,2001,\N,92,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
158123,tt0163154,movie,Placebo Effect,Placebo Effect,0,1998,\N,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
158153,tt0163185,movie,Rosie,Rosie,0,1998,\N,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
158155,tt0163187,movie,Runaway Bride,Runaway Bride,0,1999,\N,116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
158284,tt0163318,movie,A Table for One,A Table for One,0,1999,\N,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
158515,tt0163561,movie,Bravo,Bravo,0,1998,\N,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
158531,tt0163579,movie,Chill Factor,Chill Factor,0,1999,\N,102,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
158601,tt0163651,movie,American Pie,American Pie,0,1999,\N,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
158626,tt0163676,movie,The In Crowd,The In Crowd,0,2000,\N,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
158689,tt0163745,movie,The Debut,The Debut,0,2000,\N,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
158799,tt0163862,movie,T-Rex: Back to the Cretaceous,T-Rex: Back to the Cretaceous,0,1998,\N,45,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158909,tt0163978,movie,The Beach,The Beach,0,2000,\N,119,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
158912,tt0163983,movie,Bless the Child,Bless the Child,0,2000,\N,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
158917,tt0163988,movie,Bringing Out the Dead,Bringing Out the Dead,0,1999,\N,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
158978,tt0164052,movie,Hollow Man,Hollow Man,0,2000,\N,112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
159010,tt0164085,movie,Limbo,Limbo,0,1999,\N,126,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
159030,tt0164108,movie,The Muse,The Muse,0,1999,\N,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
159036,tt0164114,movie,Drive Me Crazy,Drive Me Crazy,0,1999,\N,91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
159089,tt0164181,movie,Stir of Echoes,Stir of Echoes,0,1999,\N,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
159092,tt0164184,movie,The Sum of All Fears,The Sum of All Fears,0,2002,\N,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
159117,tt0164212,movie,Under Suspicion,Under Suspicion,0,2000,\N,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
159125,tt0164221,movie,Virtual Sexuality,Virtual Sexuality,0,1999,\N,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
159229,tt0164334,movie,Along Came a Spider,Along Came a Spider,0,2001,\N,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
159546,tt0164686,movie,Ingagi,Ingagi,0,1930,\N,75,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159611,tt0164756,movie,Mifune,Mifunes sidste sang,0,1999,\N,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
159754,tt0164912,movie,Stuart Little,Stuart Little,0,1999,\N,84,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
159758,tt0164917,movie,Spriggan,Spriggan,0,1998,\N,90,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159798,tt0164961,movie,Vidocq,Vidocq,0,2001,\N,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
159902,tt0165078,movie,After Life,Wandafuru raifu,0,1998,\N,118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
160266,tt0165494,movie,Ringmaster,Ringmaster,0,1998,\N,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
160406,tt0165643,movie,Black & White,Black and White,0,1999,\N,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
160470,tt0165710,movie,Detroit Rock City,Detroit Rock City,0,1999,\N,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
160520,tt0165773,movie,Felicia's Journey,Felicia's Journey,0,1999,\N,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
160544,tt0165798,movie,Ghost Dog: The Way of the Samurai,Ghost Dog: The Way of the Samurai,0,1999,\N,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
160576,tt0165831,movie,Held Up,Held Up,0,1999,\N,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
160598,tt0165854,movie,The Limey,The Limey,0,1999,\N,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
160601,tt0165857,movie,Let's Talk About Sex,Let's Talk About Sex,0,1998,\N,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
160603,tt0165859,movie,Liberty Heights,Liberty Heights,0,1999,\N,127,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
160626,tt0165884,movie,The Monster,The Monster,0,1999,\N,\N,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160670,tt0165929,movie,Romeo Must Die,Romeo Must Die,0,2000,\N,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
160719,tt0165982,movie,Sinbad: Legend of the Seven Seas,Sinbad: Legend of the Seven Seas,0,2003,\N,86,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
160723,tt0165986,movie,The Tic Code,The Tic Code,0,1999,\N,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
160822,tt0166090,movie,Babar: King of the Elephants,Babar: King of the Elephants,0,1999,\N,80,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160842,tt0166110,movie,Bones,Bones,0,2001,\N,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
160904,tt0166175,movie,East Is East,East Is East,0,1999,\N,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
160924,tt0166195,movie,Foolish,Foolish,0,1999,\N,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
160977,tt0166252,movie,The Love Letter,The Love Letter,0,1999,\N,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
160997,tt0166276,movie,Monkeybone,Monkeybone,0,2001,\N,93,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
161066,tt0166350,movie,Gurin with the Foxtail,"Solan, Ludvig og Gurin med reverompa",0,1998,\N,76,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
161104,tt0166396,movie,Waking Ned Devine,Waking Ned,0,1998,\N,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
161192,tt0166485,movie,Anna and the King,Anna and the King,0,1999,\N,148,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
161262,tt0166557,movie,Cry of the Wild,Cry of the Wild,0,1973,\N,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161387,tt0166695,movie,Luminous Motion,Luminous Motion,0,1998,\N,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
161493,tt0166813,movie,Spirit: Stallion of the Cimarron,Spirit: Stallion of the Cimarron,0,2002,\N,83,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161566,tt0166896,movie,The Straight Story,The Straight Story,0,1999,\N,112,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
161593,tt0166924,movie,Mulholland Dr.,Mulholland Dr.,0,2001,\N,147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
161612,tt0166943,movie,Music of the Heart,Music of the Heart,0,1999,\N,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
161617,tt0166948,movie,The Adventures of the American Rabbit,The Adventures of the American Rabbit,0,1986,\N,85,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161836,tt0167190,movie,Hellboy,Hellboy,0,2004,\N,122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
161849,tt0167203,movie,I Dreamed of Africa,I Dreamed of Africa,0,2000,\N,114,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
161899,tt0167260,movie,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,0,2003,\N,201,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
161900,tt0167261,movie,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,0,2002,\N,179,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
162032,tt0167404,movie,The Sixth Sense,The Sixth Sense,0,1999,\N,107,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
162049,tt0167423,movie,Diamonds,Diamonds,0,1999,\N,91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
162053,tt0167427,movie,Superstar,Superstar,0,1999,\N,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
162082,tt0167456,movie,Thunderbirds,Thunderbirds,0,2004,\N,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
162527,tt0167926,movie,The Children of the Marshland,Les enfants du marais,0,1999,\N,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
162759,tt0168172,movie,Simon Sez,Simon Sez,0,1999,\N,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
162778,tt0168192,movie,The Stewardesses,The Stewardesses,0,1969,\N,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
162848,tt0168264,movie,Young & Dangerous: The Prequel,San goo waak chai ji siu nin gik dau pin,0,1998,\N,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
163022,tt0168446,movie,Aberdeen,Aberdeen,0,2000,\N,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
163025,tt0168449,movie,The Adventures of Sebastian Cole,The Adventures of Sebastian Cole,0,1998,\N,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
163069,tt0168496,movie,Bishonen,Mei shao nian zhi lian,0,1998,\N,111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
163074,tt0168501,movie,The Best Man,The Best Man,0,1999,\N,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
163087,tt0168515,movie,Bittersweet Motel,Bittersweet Motel,0,2000,\N,82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163156,tt0168589,movie,La Ciudad (The City),La Ciudad (The City),0,1998,\N,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
163193,tt0168629,movie,Dancer in the Dark,Dancer in the Dark,0,2000,\N,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
